태양광발전시설명,소재지도로명주소,소재지지번주소,정제WGS84위도,정제WGS84경도,설치상세위치구분명,가동상태구분명,설비용량(KW),공급전압(V),주파수(Hz),설치연도,세부용도,허가일자,허가기관,설치면적(㎥),데이터기준일자
영화 태양광발전소,,"경기도 안성시 고삼면 쌍지리 1002-3, 1005",,,,정상가동,99.2,380,60,2017,사업용,2017-04-12,안성시,,2023-07-06
영화정밀발전소,,,,,,정상가동,69.3,380,60,2019,발전사업용,2019-09-02,화성시,,2023-06-12
영훈 태양광발전소,,경기도 이천시 부발읍 아미리 222,,,,가동중단,399.68,380,60,2020,발전사업용,2018-08-30,이천시,,2023-06-05
영흥태양광발전소,,,,,,정상가동,98.47,380,60,2021,발전사업용,2021-08-09,화성시,,2023-06-12
예*1호발전소,,,,,,정상가동,60.48,380,60,2020,발전사업용,2020-10-26,화성시,,2023-06-12
예*2호발전소,,,,,,정상가동,50.4,380,60,2020,발전사업용,2020-10-26,화성시,,2023-06-12
예*3호발전소,,,,,,정상가동,99.96,380,60,2020,발전사업용,2020-10-26,화성시,,2023-06-12
예*4호발전소,,,,,,정상가동,99.96,380,60,2020,발전사업용,2020-10-26,화성시,,2023-06-12
예*태양광발전소,,,,,,정상가동,74.39,380,60,2020,발전사업용,2020-06-16,화성시,,2023-06-12
예당 태양광발전소,,,,,,정상가동,7,380,60,2014,발전사업용,2014-11-05,화성시,,2023-06-12
예림태양광발전소,,,,,,정상가동,64.94,380,60,2023,발전사업용,2023-01-25,화성시,293.75,2023-06-12
예모아 태양광발전소,,경기도 안성시 일죽면 능국리 818-2,,,,정상가동,88.43,380,60,2019,사업용,2019-08-20,안성시,,2023-07-06
예수모델교회 태양광발전소,경기도 이천시 백사면 청백리로84번길 91-42,,,,,정상가동,19.5,380,60,2020,발전사업용,2019-12-20,이천시,,2023-06-05
예원 태양광발전소,,경기도 이천시 율면 신추리 908-1,,,,가동중단,98.01,380,60,2024,발전사업용,2022-10-04,이천시,,2023-06-05
예정교회 태양광발전소,경기도 남양주시 다산순환로 303-3 (다산동),경기도 남양주시 다산동 6009,,,,정상가동,29.97,380,60,2022,,2019-04-19,남양주시,,2023-06-02
예정태양광발전소,"경기도 남양주시 화도읍 비룡로379번길 19-46, 48",경기도 남양주시 화도읍 가곡리 284-50,,,,정상가동,37.4,380,60,2021,,2018-07-30,남양주시,,2023-06-02
예종빌딩태양광발전소,경기도 오산시 밀머리로 89 (원동),,37.1369360978,127.0795937786,옥상,폐기,25,380,60,2015,발전사업용,2015-06-26,오산시,148,2023-05-25
예진 태양광발전소,,경기도 이천시 장호원읍 대서리 166-2,,,,정상가동,99.28,380,60,2019,발전사업용,2018-09-05,이천시,,2023-06-05
예진태양광,,,,,,정상가동,8.6,380,60,2018,발전사업용,2018-03-14,화성시,,2023-06-12
예찬태양광발전소,,,,,,정상가동,74.39,380,60,2020,발전사업용,2020-06-16,화성시,,2023-06-12
예찬태양광발전소,,,,,,정상가동,99,380,60,2019,발전사업용,2019-11-18,화성시,,2023-06-12
오공주 태양광발전소,,경기도 안성시 공도읍 만정리 165-1,,,,정상가동,34,380,60,2018,사업용,2018-11-28,안성시,,2023-07-06
오금석태양광발전소,경기도 이천시 설성면 설가로 177,,,,,정상가동,99.84,380,60,2016,발전사업용,2015-06-23,이천시,,2023-06-05
오리온스타태양광발전소,,,,,,정상가동,79.52,380,60,2018,발전사업용,2018-07-06,화성시,,2023-06-12
오봉 태양광발전소,,경기도 이천시 장호원읍 어석리 산79,,,,가동중단,997.92,22900,60,2024,발전사업용,2018-09-05,이천시,,2023-06-05
오산 태양광발전소,,"경기도 안성시 일죽면 고은리 산68-1, 산68-2, 산68-3",,,,가동중단,97.92,380,60,2018,,2018-05-10,안성시,,2023-07-06
오산시민1호기 태양광발전소,"경기도 오산시 경기동로 33, 오산스포츠센터 (오산동)",,37.1587092333,127.0756553051,옥상,정상가동,99,380,60,2018,발전사업용,2018-07-18,오산시,586,2023-05-25
오산시민2호기 태양광발전소,"경기도 오산시 경기동로 41, 문화예술회관 (오산동)",,37.1595157022,127.0768333561,옥상,정상가동,196,380,60,2019,발전사업용,2019-01-31,오산시,1060,2023-05-25
오산시민3호기 태양광발전소,경기도 오산시 양산로 43 (서랑동),,37.1766081882,127.0006974623,옥상,정상가동,181,380,60,2019,발전사업용,2019-03-07,오산시,912,2023-05-25
오산시민4호기 태양광발전소,경기도 오산시 서부로 21 (두곡동),,37.1311931410,127.0404805856,옥상,정상가동,99,380,60,2020,발전사업용,2019-09-19,오산시,961,2023-05-25
오산시민5호기 태양광발전소,경기도 오산시 양산로 43 (서랑동),,37.1766081882,127.0006974623,옥상,정상가동,199,380,60,2020,발전사업용,2020-03-11,오산시,1025,2023-05-25
오산시민7호기 태양광발전소,"경기도 오산시 가장산업동로 46, 오산시근로자종합복지관 (가장동)",,37.1624458264,127.0406631398,옥상,정상가동,99,380,60,2020,발전사업용,2020-07-02,오산시,492,2023-05-25
오산엔진보링,,,,,,정상가동,70.2,380,60,2018,발전사업용,2018-04-03,화성시,,2023-06-12
오산엔진보링2호 태양광발전소,,,,,,정상가동,97.35,380,60,2022,발전사업용,2022-07-22,화성시,593,2023-06-12
오산철강 태양광발전소,,,,,,정상가동,63.36,380,60,2022,발전사업용,2022-05-24,화성시,295.29,2023-06-12
오선에너지,경기도 이천시 대월면 다솔로 277-15,,,,,가동중단,198.56,380,60,2021,발전사업용,2018-06-15,이천시,,2023-06-05
오성 꿩 태양광발전소,,경기도 이천시 장호원읍 와현리 42-20,,,,정상가동,189.6,380,60,2019,발전사업용,2019-01-14,이천시,,2023-06-05
오성 태양광발전소,,경기도 이천시 율면 오성리 432-1,,,,폐기,99.45,380,60,2020,발전사업용,2018-12-21,이천시,,2023-06-05
오성꿩2 태양광발전소,,경기도 이천시 장호원읍 와현리 42-19,,,,정상가동,99.23,380,60,2020,발전사업용,2019-12-20,이천시,,2023-06-05
오성꿩3 태양광발전소,,경기도 이천시 장호원읍 와현리 42-19,,,,정상가동,29.88,380,60,2020,발전사업용,2020-08-24,이천시,,2023-06-05
오성리319  태양광발전소,,경기도 이천시 율면 오성리 319,,,,가동중단,97.2,380,60,2020,발전사업용,2018-10-04,이천시,,2023-06-05
오성리버스발전소,,경기도 이천시 율면 오성리 산24-1,,,,가동중단,999.37,22900,60,2021,발전사업용,2018-09-27,이천시,,2023-06-05
오성산업태양광발전소,,,,,,정상가동,29.64,380,60,2020,발전사업용,2020-02-05,화성시,,2023-06-12
오성산업태양광발전소2호,,,,,,정상가동,26.88,380,60,2022,발전사업용,2022-03-28,화성시,,2023-06-12
오성산업태양광발전소3호,,,,,,정상가동,26.88,380,60,2022,발전사업용,2022-03-28,화성시,,2023-06-12
오성영훈에너지,,경기도 이천시 율면 오성리 산24-1,,,,가동중단,49.64,380,60,2021,발전사업용,2018-09-21,이천시,,2023-06-05
오성태양광발전소,경기도 이천시 부발읍 죽당로 237-39,,,,,정상가동,18,220,60,2014,발전사업용,2014-06-27,이천시,,2023-06-05
오수태양광발전소,경기도 과천시 상하벌1로 52 (과천동),경기도 과천시 과천동 282-1,,,옥외,정상가동,99.96,380,60,2017,사업용,2017-08-28,과천시,915,2023-07-27
오앤 태양광발전소,,경기도 안성시 양성면 방축리 361-9,,,,가동중단,99.36,380,60,2018,,2018-07-23,안성시,,2023-07-06
오앤케이 태양광발전소,경기도 남양주시 진접읍 장현천로 68,경기도 남양주시 진접읍 장현리 409-22,,,,정상가동,28.8,380,60,2022,,2021-06-03,남양주시,,2023-06-02
오원 태양광발전소,경기도 양평군 용문면 조현리 289,경기도 양평군 용문면 조현리 289,,,기타,정상가동,86.4,380,60,2018,,2017-08-01,양평군,,2023-06-20
오월태양광발전소,,경기도 이천시 장호원읍 풍계리 산58,,,,정상가동,99.28,380,60,2019,발전사업용,2018-03-12,이천시,,2023-06-05
오촌태양광발전소,경기도 양평군 용문면 오촌리 5번지 1호,경기도 양평군 용문면 오촌리 5번지 1호,,,기타,정상가동,74,380,60,2017,,2016-10-12,양평군,,2023-06-20
오토태양광발전소,,,,,,정상가동,49.92,380,60,2022,발전사업용,2022-04-14,화성시,,2023-06-12
오후3시 태양광발전소,,경기도 안성시 서운면 인리 348,,,,정상가동,29.9,380,60,2021,사업용,2021-11-25,안성시,,2023-07-06
옥산 태양광발전소,,"경기도 안성시 양성면 방축리 361-2, 361-9",,,,가동중단,99.36,380,60,2018,,2018-08-07,안성시,,2023-07-06
옥선 태양광발전소,,경기도 안성시 보개면 동평리 45,,,,가동중단,99.2,380,60,2019,,2019-12-30,안성시,,2023-07-06
옥영태양광발전소,,경기도 이천시 설성면 장능리 179,,,,폐기,99,380,60,2017,발전사업용,2014-05-09,이천시,,2023-06-05
옥천 태양광발전소,경기도 양평군 옥천면 마유산로 370,경기도 양평군 옥천면 옥천리 62-1,,,기타,정상가동,50.4,380,60,2020,,2020-10-26,양평군,,2023-06-20
옥천면옥 태양광발전소,경기도 양평군 옥천면 옥천길 13-4,경기도 양평군 옥천면 옥천리 740-14,,,기타,정상가동,18,220,60,2021,,2021-02-04,양평군,,2023-06-20
옥현(1) 태양광 발전소,경기도 양평군 지평면 옥현리 908번지 5호,경기도 양평군 지평면 옥현리 908번지 5호,,,기타,정상가동,49.28,380,60,2016,,2015-04-15,양평군,,2023-06-20
옥현(2) 태양광발전소,"경기도 양평군 양평읍 경강로 1584, 2층",경기도 양평군 양평읍 오빈리 483번지 8호,,,기타,정상가동,48.96,380,60,2019,,2017-12-11,양평군,,2023-06-20
옥현(3) 태양광발전소,"경기도 양평군 양평읍 중앙로167번길 60, 104동 604호 (양평벽산블루밍아파트1단지)",경기도 양평군 양평읍 백안리 875번지 양평벽산블루밍아파트1단지,,,기타,정상가동,48.96,380,60,2019,,2017-12-11,양평군,,2023-06-20
옥현2 태양광발전소,경기도 양평군 지평면 옥현리 2001,경기도 양평군 지평면 옥현리 2001,,,기타,정상가동,94,380,60,2020,,2020-10-16,양평군,,2023-06-20
옥현2 태양광발전소,경기도 양평군 지평면 삼상개길 29-17,경기도 양평군 지평면 옥현리 908번지 2호,,,기타,정상가동,99.6,380,60,2022,,2020-05-14,양평군,,2023-06-20
옥현리태양광발전소,경기도 양평군 지평면 옥현리 2001번지,경기도 양평군 지평면 옥현리 2001번지,,,기타,정상가동,97.5,380,60,2017,,2016-10-25,양평군,,2023-06-20
온새 태양광발전소,,"경기도 안성시 대덕면 보동리 599,600",,,,정상가동,99.9,380,60,2019,사업용,2019-08-01,안성시,,2023-07-06
온새미로 태양광발전소,,경기도 안성시 삼죽면 내장리 579-2,,,,가동중단,99.68,380,60,2020,,2020-10-19,안성시,,2023-07-06
온새미로1 태양광발전소,,경기도 이천시 장호원읍 선읍리 394-1,,,,가동중단,99.84,380,60,2025,발전사업용,2022-07-25,이천시,,2023-06-05
온새미로2 태양광발전소,,경기도 이천시 장호원읍 선읍리 394-1,,,,가동중단,99.84,380,60,2025,발전사업용,2022-07-25,이천시,,2023-06-05
온새미로3 태양광발전소,,경기도 이천시 장호원읍 선읍리 394-1,,,,가동중단,99.84,380,60,2025,발전사업용,2022-07-25,이천시,,2023-06-05
온새미로4 태양광발전소,,경기도 이천시 장호원읍 선읍리 394-1,,,,가동중단,99.84,380,60,2025,발전사업용,2022-07-25,이천시,,2023-06-05
온엑스1호태양광발전소,,,,,,정상가동,67.5,380,60,2023,발전사업용,2023-01-30,화성시,319.5,2023-06-12
온엑스2호태양광발전소,,,,,,정상가동,58.32,380,60,2023,발전사업용,2023-01-30,화성시,276,2023-06-12
옻골 태양광발전소,,,,,,정상가동,259.2,380,60,2018,발전사업용,2018-01-26,화성시,,2023-06-12
와-우리1호태양광발전소,,,,,,정상가동,99.76,380,60,2019,발전사업용,2019-06-10,화성시,,2023-06-12
와룡태양광발전소,경기도 이천시 증신로 304 (송정동),,,,,정상가동,19.76,380,60,2018,발전사업용,2016-10-18,이천시,,2023-06-05
와이에스더블유호태양광발전소,,,,,,정상가동,327.03,380,60,2018,발전사업용,2018-06-19,화성시,,2023-06-12
와이원태양광발전소,,,,,,정상가동,234.22,380,60,2022,발전사업용,2022-12-19,화성시,,2023-06-12
와이제이안성1 태양광발전소,,경기도 안성시 미양면 후평리 268-4,,,,정상가동,99.84,380,60,2020,사업용,2020-03-18,안성시,,2023-07-06
와이제이태양광발전소,,경기도 이천시 장호원읍 선읍리 155,,,,정상가동,99.36,380,60,2018,발전사업용,2018-04-23,이천시,,2023-06-05
와이즈태양광발전소,,,,,,정상가동,92.04,380,60,2023,발전사업용,2023-01-06,화성시,672.36,2023-06-12
와이지태양광발전소,,,,,,정상가동,97.2,380,60,2019,발전사업용,2019-01-09,화성시,,2023-06-12
와이케이1호 태양광발전소,,경기도 시흥시 정왕동 1359-4(건물 위),,,,정상가동,1334,22900,60,2019,발전사업용,,경기도,,2022-12-31
와이케이4호태양광발전소,,경기도 이천시 마장면 덕평리 508-2,,,,정상가동,463.68,380,60,2018,발전사업용,2017-10-31,이천시,,2023-06-05
와이케이6호태양광발전소,경기도 안양시 만안구 박달로 337-53 (박달동),경기도 안양시 만안구 박달동 635-7,,,,정상가동,397.88,380,60,2018,,2018-02-22,안양시,,2023-06-21
와초1호 태양광발전소,,"경기도 연천군 연천읍 와초리 산5-1, 429, 428-6",,,,정상가동,2184,22900,60,2021,발전사업용,,경기도,,2022-12-31
와초리 태양광발전소,,"경기도 연천군 연천읍 와초리 207, 208, 산9, 30-9",,,,정상가동,1998,22900,60,2019,발전사업용,,경기도,,2022-12-31
와현16태양광발전소,,경기도 이천시 장호원읍 와현리 34-7,,,,정상가동,99.28,380,60,2019,발전사업용,2018-06-15,이천시,,2023-06-05
왕가 태양광발전소,,경기도 이천시 장호원읍 이황리 637-3,,,,정상가동,99.6,380,60,2020,발전사업용,2019-12-20,이천시,,2023-06-05
왕림 태양광발전소,,,,,,정상가동,99.75,380,60,2012,발전사업용,2012-10-12,화성시,,2023-06-12
외가천리 태양광발전소,,"경기도 안성시 원곡면 외가천리 산17-2, 산17-4, 산17-10, 산17-11, 산17-15, 산18-4, 32-4 (토지 위)",,,,가동중단,499.77,380,60,2023,,2023-04-17,안성시,,2023-07-06
외연태양광발전소,,,,,,정상가동,29.64,380,60,2020,발전사업용,2020-02-05,화성시,,2023-06-12
요당3리 마을발전소,,,,,,정상가동,10,380,60,2022,발전사업용,2022-07-21,화성시,48.172,2023-06-12
요섭 태양광발전소,,경기도 안성시 죽산면 장능리 437-2,,,,정상가동,99.9,380,60,2021,사업용,2021-10-05,안성시,,2023-07-06
요섭1 태양광발전소,,"경기도 안성시 죽산면 장능리 471-2, 471-4 가동",,,,가동중단,99.91,380,60,2022,,2022-08-18,안성시,,2023-07-06
요한나태양광발전소,,,,,,정상가동,18,380,60,2020,발전사업용,2020-07-07,화성시,,2023-06-12
용기태양광발전소,,경기도 이천시 설성면 제요리 39-1,,,,정상가동,99.33,380,60,2020,발전사업용,2018-12-28,이천시,,2023-06-05
용담 태양광발전소,경기도 이천시 신둔면 황무로330번길 318-16,,,,,정상가동,18,380,60,2021,발전사업용,2021-03-23,이천시,,2023-06-05
용담태양광발전소,,경기도 이천시 신둔면 용면리 468-1,,,,폐기,90,380,60,2020,발전사업용,2017-01-09,이천시,,2023-06-05
용두 태양광발전소,,,,,,정상가동,60,380,60,2014,발전사업용,2014-05-26,화성시,,2023-06-12
용두2태양광발전소,,,,,,정상가동,53,380,60,2015,발전사업용,2015-06-09,화성시,,2023-06-12
용두3태양광발전소,,,,,,정상가동,70.98,380,60,2021,발전사업용,2021-06-02,화성시,,2023-06-12
용두4태양광발전소,,,,,,정상가동,99.19,380,60,2021,발전사업용,2021-06-02,화성시,,2023-06-12
용두리 태양광발전소,,,,,,정상가동,49.28,380,60,2015,발전사업용,2015-01-29,화성시,,2023-06-12
용문2 태양광발전소,경기도 양평군 단월면 양동로 18-11,경기도 양평군 단월면 삼가리 328,,,기타,정상가동,99.68,380,60,2022,,2021-03-04,양평군,,2023-06-20
용문3 태양광발전소,경기도 양평군 단월면 양동로 18-11,경기도 양평군 단월면 삼가리 328,,,기타,정상가동,99.68,380,60,2022,,2021-03-04,양평군,,2023-06-20
용문4 태양광발전소,경기도 양평군 단월면 양동로 18-11,경기도 양평군 단월면 삼가리 328,,,기타,정상가동,99.68,380,60,2022,,2021-03-04,양평군,,2023-06-20
용빈 태양광발전소,,경기도 안성시 죽산면 두교리 550,,,,가동중단,48.96,380,60,2018,,2018-05-01,안성시,,2023-07-06
용상태양광발전소,,,,,,정상가동,49.5,380,60,2020,발전사업용,2020-01-17,화성시,,2023-06-12
용설1호 태양광발전소,,경기도 안성시 죽산면 용설리 산260-4,,,,정상가동,198.32,380,60,2018,사업용,2018-04-05,안성시,,2023-07-06
용설1호 태양광발전소,,"경기도 안성시 죽산면 용설리 1325,1326",,,,정상가동,99.54,380,60,2020,사업용,2020-03-20,안성시,,2023-07-06
용설2호 태양광발전소,,"경기도 안성시 죽산면 용설리 1325,1326",,,,정상가동,99.54,380,60,2020,사업용,2020-03-20,안성시,,2023-07-06
용설3호 태양광발전소,,"경기도 안성시 죽산면 용설리 1325,1326",,,,정상가동,99.54,380,60,2020,사업용,2020-03-20,안성시,,2023-07-06
